,route_name,route_url,bus_name,departure,arrival,depart_time,arrival_time,duration,bus_type,star_rating,price,seats_available
0,Vijayawada To Hyderabad Bus,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,IntrCity SmartBus,,,23:45,06:00,06h 15m,"IntrCity SmartBus
A/C Seater / Sleeper (2+1)",,,35 Seats available
1,Vijayawada To Hyderabad Bus,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,IntrCity SmartBus,,,23:25,06:25,07h 00m,"IntrCity SmartBus
A/C Seater / Sleeper (2+1)",,,32 Seats available
2,Vijayawada To Hyderabad Bus,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,FRESHBUS,Rtc bus stand,Kukatpally,17:30,23:55,06h 25m,"FRESHBUS
Electric A/C Seater (2+2)",,450,
3,Vijayawada To Hyderabad Bus,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,,,,,,,,,,
4,Vijayawada To Hyderabad Bus,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,,,,,,,,,,
5,Hyderabad To Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Svkdt travels,,,23:35,05:50,06h 15m,"Svkdt travels
A/C Sleeper (2+1)",,531,13 Seats available
6,Hyderabad To Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,IntrCity SmartBus,,,23:50,05:35,05h 45m,"IntrCity SmartBus
A/C Seater / Sleeper (2+1)",,,32 Seats available
7,Hyderabad To Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,IntrCity SmartBus,,,00:01,06:30,06h 29m,"IntrCity SmartBus
AC Sleeper (2+1)",,,21 Seats available
8,Hyderabad To Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,,,,,,,,,,
9,Hyderabad To Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,,,,,,,,,,
10,Kakinada To Visakhapatnam Bus,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,Vahini Travels,,,23:55,04:00,04h 05m,"Vahini Travels
NON A/C Push Back (2+2)",,,31 Seats available
11,Kakinada To Visakhapatnam Bus,https://www.redbus.in/bus-tickets/kakinada-to-visakhapatnam,SRI VIJAYA KRISHNA TOURS and TRAVELS,,,23:59,04:30,04h 31m,"SRI VIJAYA KRISHNA TOURS and TRAVELS
Non A/C Seater / Sleeper (2+1)",,,24 Seats available
12,Visakhapatnam To Kakinada Bus,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Sri Tulasi Tours and Travels,,,22:00,01:30,03h 30m,"Sri Tulasi Tours and Travels
Non A/C Seater / Sleeper (2+1)",,,9 Seats available
13,Visakhapatnam To Kakinada Bus,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Sai RK Travels,,,22:40,02:30,03h 50m,"Sai RK Travels
Non A/C Seater / Sleeper (2+1)",,,20 Seats available
14,Visakhapatnam To Kakinada Bus,https://www.redbus.in/bus-tickets/visakhapatnam-to-kakinada,Navayuga Travels,,,22:00,02:10,04h 10m,"Navayuga Travels
A/C Sleeper (2+1)",,,22 Seats available
15,Chittoor (Andhra Pradesh) To Bangalore Bus,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,NueGo,Chitoor Bypass,Majestic,13:30,18:45,05h 15m,"NueGo
Electric A/C Seater (2+2)",,314,
16,Chittoor (Andhra Pradesh) To Bangalore Bus,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,Venson Transports,Chittoor New Bus Stand,Kalasipalyam,14:10,19:15,05h 05m,"Venson Transports
Non AC Seater (2+3)",,,
17,Chittoor (Andhra Pradesh) To Bangalore Bus,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,NueGo,Chitoor Bypass,Majestic,16:30,21:45,05h 15m,"NueGo
Electric A/C Seater (2+2)",,333,
18,Chittoor (Andhra Pradesh) To Bangalore Bus,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,NueGo,,,19:30,00:10,04h 40m,"NueGo
Electric A/C Seater (2+2)",,314,29 Seats available
19,Chittoor (Andhra Pradesh) To Bangalore Bus,https://www.redbus.in/bus-tickets/chittoor-andhra-pradesh-to-bangalore,,,,,,,,,,
20,Kadapa To Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,SUVARNAMUKHI TRAVELS,,,21:00,04:15,07h 15m,"SUVARNAMUKHI TRAVELS
NON A/C Seater (2+3)",,,6 Seats available
21,Kadapa To Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Abhishek Bus,,,22:05,06:20,08h 15m,"Abhishek Bus
Scania Multi-Axle AC Semi Sleeper (2+2)",,,37 Seats available
22,Kadapa To Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,Sri Vinayaka Travels,,,22:30,04:45,06h 15m,"Sri Vinayaka Travels
NON A/C Sleeper (2+1)",,,10 Seats available
23,Kadapa To Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,AdAR & BCVR Travels,,,23:00,05:00,06h 00m,"AdAR & BCVR Travels
Non A/C Seater / Sleeper (2+1)",,,27 Seats available
24,Kadapa To Bangalore Bus,https://www.redbus.in/bus-tickets/kadapa-to-bangalore,,,,,,,,,,
25,Anantapur (Andhra Pradesh) To Bangalore Bus,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,YAS TOURS AND TRAVELS,Thapovanam Circle,Madiwala,20:25,23:45,03h 20m,"YAS TOURS AND TRAVELS
Volvo Multi Axle A/C Sleeper I-Shift B11R (2+1)",,,
26,Anantapur (Andhra Pradesh) To Bangalore Bus,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Kallada Travels (Suresh Kallada),,,21:25,00:25,03h 00m,"Kallada Travels (Suresh Kallada)
Volvo Multi-Axle I-Shift A/C Semi Sleeper (2+2)",,,32 Seats available
27,Anantapur (Andhra Pradesh) To Bangalore Bus,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,Kallada Travels (Suresh Kallada),,,23:35,03:00,03h 25m,"Kallada Travels (Suresh Kallada)
A/C Sleeper (2+1)",,,21 Seats available
28,Anantapur (Andhra Pradesh) To Bangalore Bus,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,,,,,,,,,,
29,Anantapur (Andhra Pradesh) To Bangalore Bus,https://www.redbus.in/bus-tickets/ananthapur-to-bangalore,,,,,,,,,,
30,Tirupati To Bangalore Bus,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,FRESHBUS,CHITOOR BYPASS JN(80KM FRM TI...,Indiranagar,13:40,18:00,04h 20m,"FRESHBUS
Electric A/C Seater (2+2)",,450,
31,Tirupati To Bangalore Bus,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,FRESHBUS,RTC Bus Stand(NEW DOT TRAVELS),Indiranagar,14:00,20:20,06h 20m,"FRESHBUS
Electric A/C Seater (2+2)",,450,
32,Tirupati To Bangalore Bus,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,NueGo,RTC Bus Stand (Sindhu Travels),Majestic,15:00,21:45,06h 45m,"NueGo
Electric A/C Seater (2+2)",,333,
33,Tirupati To Bangalore Bus,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,FRESHBUS,,,16:00,22:20,06h 20m,FRESHBUS,,489,
34,Tirupati To Bangalore Bus,https://www.redbus.in/bus-tickets/tirupathi-to-bangalore,,,,,,,,,,
35,Visakhapatnam To Vijayawada Bus,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,IntrCity SmartBus,,,21:00,05:30,08h 30m,"IntrCity SmartBus
A/C Seater / Sleeper (2+1)",,,16 Seats available
36,Visakhapatnam To Vijayawada Bus,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Yolo Bus,,,21:31,05:03,07h 32m,"Yolo Bus
A/C Sleeper (2+1)",,,21 Seats available
37,Visakhapatnam To Vijayawada Bus,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,Svkdt travels,,,22:15,06:15,08h 00m,"Svkdt travels
A/C Seater / Sleeper (2+1)",,686,9 Seats available
38,Visakhapatnam To Vijayawada Bus,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,,,,,,,,,,
39,Visakhapatnam To Vijayawada Bus,https://www.redbus.in/bus-tickets/visakhapatnam-to-vijayawada,,,,,,,,,,
40,Ongole To Hyderabad Bus,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Sri Vengamamba Bus Transport (SVBT),,,22:30,06:05,07h 35m,"Sri Vengamamba Bus Transport (SVBT)
A/C Sleeper (2+1)",,,8 Seats available
41,Ongole To Hyderabad Bus,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,Sri Vengamamba Bus Transport (SVBT),,,23:00,06:35,07h 35m,"Sri Vengamamba Bus Transport (SVBT)
A/C Seater / Sleeper (2+1)",,,15 Seats available
42,Ongole To Hyderabad Bus,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,,,,,,,,,,
43,Ongole To Hyderabad Bus,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,,,,,,,,,,
44,Ongole To Hyderabad Bus,https://www.redbus.in/bus-tickets/ongole-to-hyderabad,,,,,,,,,,
45,Bangalore To Kozhikode Bus,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,MMK Travels,,,22:30,07:30,09h 00m,"MMK Travels
VE A/C Seater / Sleeper (2+1)",,,3 Seats available
46,Bangalore To Kozhikode Bus,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,Silver Line Travels,,,19:45,06:10,10h 25m,"Silver Line Travels
NON A/C Semi Sleeper (2+2)",,,18 Seats available
47,Bangalore To Kozhikode Bus,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,NS Transports,,,22:45,07:30,08h 45m,"NS Transports
VE A/C Sleeper (2+1)",,1100,6 Seats available
48,Bangalore To Kozhikode Bus,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,,,,,,,,,,
49,Bangalore To Kozhikode Bus,https://www.redbus.in/bus-tickets/bangalore-to-kozhikode,,,,,,,,,,
50,Kozhikode To Ernakulam Bus,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,A1 Travels,,,21:00,01:30,04h 30m,"A1 Travels
NON A/C Semi Sleeper (2+2)",,,24 Seats available
51,Kozhikode To Ernakulam Bus,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,EMERALD TRAVELS,,,21:30,01:00,03h 30m,"EMERALD TRAVELS
Bharat Benz A/C Semi Sleeper (2+2)",,,27 Seats available
52,Kozhikode To Ernakulam Bus,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,BLM Transports,,,22:00,02:45,04h 45m,"BLM Transports
A/C Sleeper (2+1)",,903,26 Seats available
53,Kozhikode To Ernakulam Bus,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,A1 Travels,,,22:15,01:45,03h 30m,"A1 Travels
Bharat Benz A/C Seater /Sleeper (2+1)",,,39 Seats available
54,Kozhikode To Ernakulam Bus,https://www.redbus.in/bus-tickets/kozhikode-to-ernakulam,,,,,,,,,,
55,Kozhikode To Bangalore Bus,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,MMK Travels,,,21:30,06:00,08h 30m,"MMK Travels
VE A/C Seater / Sleeper (2+1)",,,26 Seats available
56,Kozhikode To Bangalore Bus,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,Kyros Connect,Adivaram,Rajarajeshwari Nagar,13:30,21:00,07h 30m,"Kyros Connect
Bharat Benz A/C Semi Sleeper (2+2)",,,
57,Kozhikode To Bangalore Bus,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,NS Transports,,,20:30,06:35,10h 05m,"NS Transports
Non A/C Seater / Sleeper (2+1)",,,20 Seats available
58,Kozhikode To Bangalore Bus,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,,,,,,,,,,
59,Kozhikode To Bangalore Bus,https://www.redbus.in/bus-tickets/kozhikode-to-bangalore,,,,,,,,,,
60,Ernakulam To Kozhikode Bus,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Shajees Motors,,,19:30,00:40,05h 10m,"Shajees Motors
A/C Semi Sleeper (2+2)",,500,13 Seats available
61,Ernakulam To Kozhikode Bus,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Ubc travels,,,20:45,03:00,06h 15m,"Ubc travels
A/C Seater/Sleeper (2+1)",,,32 Seats available
62,Ernakulam To Kozhikode Bus,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Holy Maria Travels,,,20:50,02:10,05h 20m,"Holy Maria Travels
A/C Semi Sleeper (2+2)",,,30 Seats available
63,Ernakulam To Kozhikode Bus,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,Kalpaka Travels 1,,,20:55,02:30,05h 35m,"Kalpaka Travels 1
A/C Sleeper (2+1)",,,21 Seats available
64,Ernakulam To Kozhikode Bus,https://www.redbus.in/bus-tickets/ernakulam-to-kozhikode,,,,,,,,,,
65,Kozhikode To Mysore Bus,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,SAAM BUS,,,20:30,04:00,07h 30m,"SAAM BUS
Bharat Benz A/C Sleeper (2+1)",,807,20 Seats available
66,Kozhikode To Mysore Bus,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Sam Tourist,,,21:00,04:00,07h 00m,"Sam Tourist
NON AC Seater / Sleeper 2+1",,,32 Seats available
67,Kozhikode To Mysore Bus,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,Suraj Holidays,,,21:00,03:00,06h 00m,"Suraj Holidays
NON AC Seater / Sleeper 2+1",,,30 Seats available
68,Kozhikode To Mysore Bus,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,A1 Travels,,,21:15,04:30,07h 15m,"A1 Travels
Bharat Benz A/C Seater /Sleeper (2+1)",,,36 Seats available
69,Kozhikode To Mysore Bus,https://www.redbus.in/bus-tickets/kozhikode-to-mysore,,,,,,,,,,
70,Kozhikode To Thiruvananthapuram Bus,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,BLM Transports,,,22:00,07:00,09h 00m,"BLM Transports
A/C Sleeper (2+1)",,903,26 Seats available
71,Kozhikode To Thiruvananthapuram Bus,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,A1 Travels,,,20:05,05:30,09h 25m,"A1 Travels
A/C Seater / Sleeper (2+1)",,,31 Seats available
72,Kozhikode To Thiruvananthapuram Bus,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,Madhavi Travels,,,22:20,07:00,08h 40m,"Madhavi Travels
A/C Sleeper (2+1)",,999,9 Seats available
73,Kozhikode To Thiruvananthapuram Bus,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,LIYAS TOURS,,,23:05,07:40,08h 35m,LIYAS TOURS,,,
74,Kozhikode To Thiruvananthapuram Bus,https://www.redbus.in/bus-tickets/kozhikode-to-thiruvananthapuram,,,,,,,,,,
75,Bangalore To Kalpetta (Kerala) Bus,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,MMK Travels,,,22:30,05:30,07h 00m,"MMK Travels
VE A/C Seater / Sleeper (2+1)",,,9 Seats available
76,Bangalore To Kalpetta (Kerala) Bus,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,DLT BUS,,,22:30,05:30,07h 00m,"DLT BUS
A/C Sleeper (2+1)",,,12 Seats available
77,Bangalore To Kalpetta (Kerala) Bus,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,Suraj Holidays,,,22:30,06:15,07h 45m,"Suraj Holidays
VE A/C Sleeper (2+1)",,,14 Seats available
78,Bangalore To Kalpetta (Kerala) Bus,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,,,,,,,,,,
79,Bangalore To Kalpetta (Kerala) Bus,https://www.redbus.in/bus-tickets/bangalore-to-kalpetta,,,,,,,,,,
80,Mysore To Kozhikode Bus,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,LIYAS TOURS,Mysore Opp KSRTC,MM Ali Road Palayam,17:25,23:05,05h 40m,"LIYAS TOURS
Bharat Benz A/C Sleeper (2+1)",,549,
81,Mysore To Kozhikode Bus,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Kallada Travels (Suresh Kallada),KSRTC Bus Stand,Kallada Tours & Travels M M A...,17:30,23:16,05h 46m,"Kallada Travels (Suresh Kallada)
A/C Sleeper (2+1)",,,
82,Mysore To Kozhikode Bus,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,Suraj Holidays,,,23:00,06:00,07h 00m,"Suraj Holidays
NON AC Seater / Sleeper 2+1",,,19 Seats available
83,Mysore To Kozhikode Bus,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,A1 Travels,,,23:30,05:45,06h 15m,"A1 Travels
Bharat Benz A/C Seater /Sleeper (2+1)",,,33 Seats available
84,Mysore To Kozhikode Bus,https://www.redbus.in/bus-tickets/mysore-to-kozhikode,,,,,,,,,,
85,Kalpetta (Kerala) To Bangalore Bus,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,Kyros Connect,Lakkidi,Rajarajeshwari Nagar,13:55,21:00,07h 05m,"Kyros Connect
Bharat Benz A/C Semi Sleeper (2+2)",,,
86,Kalpetta (Kerala) To Bangalore Bus,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,DLT BUS,,,23:45,06:30,06h 45m,"DLT BUS
A/C Sleeper (2+1)",,,21 Seats available
87,Kalpetta (Kerala) To Bangalore Bus,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,MMK Travels,,,23:45,06:00,06h 15m,"MMK Travels
VE A/C Seater / Sleeper (2+1)",,,26 Seats available
88,Kalpetta (Kerala) To Bangalore Bus,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,,,,,,,,,,
89,Kalpetta (Kerala) To Bangalore Bus,https://www.redbus.in/bus-tickets/kalpetta-to-bangalore,,,,,,,,,,
90,Kozhikode To Thrissur Bus,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,EMERALD TRAVELS,MM Ali Road,Thrissur,21:30,23:05,01h 35m,"EMERALD TRAVELS
Bharat Benz A/C Semi Sleeper (2+2)",,,
91,Kozhikode To Thrissur Bus,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,EMERALD TRAVELS,,,21:55,00:30,02h 35m,"EMERALD TRAVELS
Bharat Benz A/C Semi Sleeper (2+2)",,,31 Seats available
92,Kozhikode To Thrissur Bus,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,BLM Transports,,,22:00,01:00,03h 00m,"BLM Transports
A/C Sleeper (2+1)",,903,26 Seats available
93,Kozhikode To Thrissur Bus,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,Madhavi Travels,,,22:20,01:10,02h 50m,"Madhavi Travels
A/C Sleeper (2+1)",,999,9 Seats available
94,Kozhikode To Thrissur Bus,https://www.redbus.in/bus-tickets/kozhikode-to-thrissur,,,,,,,,,,
95,Khammam To Hyderabad Bus,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Sri KVR Travels,,,23:20,05:00,05h 40m,"Sri KVR Travels
A/C Sleeper (2+1)",,,23 Seats available
96,Khammam To Hyderabad Bus,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Bharathi Tours & Travels,,,23:40,04:00,04h 20m,"Bharathi Tours & Travels
Non A/C Seater / Sleeper (2+1)",,,28 Seats available
97,Khammam To Hyderabad Bus,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,Sri KVR Travels,,,23:40,05:00,05h 20m,"Sri KVR Travels
Non A/C Seater / Sleeper (2+1)",,,31 Seats available
98,Khammam To Hyderabad Bus,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,,,,,,,,,,
99,Khammam To Hyderabad Bus,https://www.redbus.in/bus-tickets/khammam-to-hyderabad,,,,,,,,,,
100,Hyderabad To Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,Svkdt travels,,,23:35,05:50,06h 15m,"Svkdt travels
A/C Sleeper (2+1)",,531,13 Seats available
101,Hyderabad To Vijayawada Bus,https://www.redbus.in/bus-tickets/hyderabad-to-vijayawada,IntrCity SmartBus,,,00:01,06:30,06h 29m,"IntrCity SmartBus
AC Sleeper (2+1)",,,21 Seats available
